Bonus_history,Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Rotation_(excluding_bonus),No_of_Rotation_(including_bonus),Rotations_Till_bonus,Junk1,No_of_Regular_Bonus,No_of_Big_Bonus,Junk2,Junk3,Junk4,Junk5,Junk6,Junk7
,3888,4131,1207,1352,119,0,5,5,0,294,20230927084752,0,0,0
,3891,4131,1208,1353,120,0,5,5,0,294,20230927084752,0,0,0
,3894,4131,1209,1354,121,0,5,5,0,294,20230927084752,0,0,0
,3897,4131,1210,1355,122,0,5,5,0,294,20230927084752,0,0,0
,3900,4131,1211,1356,123,0,5,5,0,294,20230927084752,0,0,0
,3903,4134,1212,1357,124,0,5,5,0,294,20230927084752,0,0,0
,3906,4134,1213,1358,125,0,5,5,0,294,20230927084752,0,0,0
,3909,4134,1214,1359,126,0,5,5,0,294,20230927084752,0,0,0
,3912,4137,1215,1360,127,0,5,5,0,294,20230927084752,0,0,0
,3915,4137,1216,1361,128,0,5,5,0,294,20230927084752,0,0,0
,3918,4145,1217,1362,129,0,5,5,0,294,20230927084752,0,0,0
,3921,4145,1218,1363,130,0,5,5,0,294,20230927084752,0,0,0
,3924,4153,1219,1364,131,0,5,5,0,294,20230927084752,0,0,0
,3927,4156,1220,1365,132,0,5,5,0,294,20230927084752,0,0,0
,3930,4156,1221,1366,133,0,5,5,0,294,20230927084752,0,0,0
,3933,4156,1222,1367,134,0,5,5,0,294,20230927084752,0,0,0
,3936,4156,1223,1368,135,0,5,5,0,294,20230927084752,0,0,0
,3939,4156,1224,1369,136,0,5,5,0,294,20230927084752,0,0,0
,3942,4156,1225,1370,137,0,5,5,0,294,20230927084752,0,0,0
,3943,4156,1226,1371,138,0,5,5,0,294,20230927084752,0,0,0
BB,3944,4156,1226,1372,139,0,5,6,0,294,20230927084752,0,0,0
BB,3946,4170,1226,1373,139,0,5,6,0,294,20230927084752,0,0,0
BB,3948,4184,1226,1374,139,0,5,6,0,294,20230927084752,0,0,0
BB,3950,4198,1226,1375,139,0,5,6,0,294,20230927084752,0,0,0
BB,3952,4212,1226,1376,139,0,5,6,0,294,20230927084752,0,0,0
BB,3954,4226,1226,1377,139,0,5,6,0,294,20230927084752,0,0,0
BB,3956,4240,1226,1378,139,0,5,6,0,294,20230927084752,0,0,0
BB,3958,4254,1226,1379,139,0,5,6,0,294,20230927084752,0,0,0
BB,3960,4268,1226,1380,139,0,5,6,0,294,20230927084752,0,0,0
BB,3962,4282,1226,1381,139,0,5,6,0,294,20230927084752,0,0,0
BB,3964,4296,1226,1382,139,0,5,6,0,294,20230927084752,0,0,0
BB,3966,4310,1226,1383,139,0,5,6,0,294,20230927084752,0,0,0
BB,3968,4324,1226,1384,139,0,5,6,0,294,20230927084752,0,0,0
BB,3970,4338,1226,1385,139,0,5,6,0,294,20230927084752,0,0,0
BB,3972,4352,1226,1386,139,0,5,6,0,294,20230927084752,0,0,0
BB,3974,4366,1226,1387,139,0,5,6,0,294,20230927084752,0,0,0
BB,3976,4380,1226,1388,139,0,5,6,0,294,20230927084752,0,0,0
BB,3978,4394,1226,1389,139,0,5,6,0,294,20230927084752,0,0,0
BB,3980,4408,1226,1390,139,0,5,6,0,294,20230927084752,0,0,0
BB,3982,4422,1226,1391,139,0,5,6,0,294,20230927084752,0,0,0
BB,3984,4436,1226,1392,139,0,5,6,0,294,20230927084752,0,0,0
,3986,4450,1227,1393,0,0,5,6,0,294,20230927084752,0,0,0
,3989,4450,1228,1394,1,0,5,6,0,294,20230927084752,0,0,0
,3992,4450,1229,1395,2,0,5,6,0,294,20230927084752,0,0,0
,3995,4453,1230,1396,3,0,5,6,0,294,20230927084752,0,0,0
,3998,4453,1231,1397,4,0,5,6,0,294,20230927084752,0,0,0
,4001,4453,1232,1398,5,0,5,6,0,294,20230927084752,0,0,0
,4004,4456,1233,1399,6,0,5,6,0,294,20230927084752,0,0,0
,4007,4456,1234,1400,7,0,5,6,0,294,20230927084752,0,0,0
,4010,4456,1235,1401,8,0,5,6,0,294,20230927084752,0,0,0
,4013,4456,1236,1402,9,0,5,6,0,294,20230927084752,0,0,0
,4016,4464,1237,1403,10,0,5,6,0,294,20230927084752,0,0,0
,4019,4467,1238,1404,11,0,5,6,0,294,20230927084752,0,0,0
,4022,4467,1239,1405,12,0,5,6,0,294,20230927084752,0,0,0
,4025,4467,1240,1406,13,0,5,6,0,294,20230927084752,0,0,0
,4028,4467,1241,1407,14,0,5,6,0,294,20230927084752,0,0,0
,4031,4467,1242,1408,15,0,5,6,0,294,20230927084752,0,0,0
,4034,4467,1243,1409,16,0,5,6,0,294,20230927084752,0,0,0
,4037,4469,1244,1410,17,0,5,6,0,294,20230927084752,0,0,0
,4040,4469,1245,1411,18,0,5,6,0,294,20230927084752,0,0,0
,4043,4477,1246,1412,19,0,5,6,0,294,20230927084752,0,0,0
,4046,4485,1247,1413,20,0,5,6,0,294,20230927084752,0,0,0
,4049,4485,1248,1414,21,0,5,6,0,294,20230927084752,0,0,0
,4052,4485,1249,1415,22,0,5,6,0,294,20230927084752,0,0,0
,4055,4485,1250,1416,23,0,5,6,0,294,20230927084752,0,0,0
,4058,4485,1251,1417,24,0,5,6,0,294,20230927084752,0,0,0
,4061,4485,1252,1418,25,0,5,6,0,294,20230927084752,0,0,0
,4064,4485,1253,1419,26,0,5,6,0,294,20230927084752,0,0,0
,4067,4493,1254,1420,27,0,5,6,0,294,20230927084752,0,0,0
,4070,4493,1255,1421,28,0,5,6,0,294,20230927084752,0,0,0
,4073,4496,1256,1422,29,0,5,6,0,294,20230927084752,0,0,0
,4076,4496,1257,1423,30,0,5,6,0,294,20230927084752,0,0,0
,4079,4496,1258,1424,31,0,5,6,0,294,20230927084752,0,0,0
,4082,4496,1259,1425,32,0,5,6,0,294,20230927084752,0,0,0
,4085,4496,1260,1426,33,0,5,6,0,294,20230927084752,0,0,0
,4088,4496,1261,1427,34,0,5,6,0,294,20230927084752,0,0,0
,4091,4496,1262,1428,35,0,5,6,0,294,20230927084752,0,0,0
,4094,4496,1263,1429,36,0,5,6,0,294,20230927084752,0,0,0
,4097,4496,1264,1430,37,0,5,6,0,294,20230927084752,0,0,0
,4100,4496,1265,1431,38,0,5,6,0,294,20230927084752,0,0,0
,4103,4496,1266,1432,39,0,5,6,0,294,20230927084752,0,0,0
,4106,4496,1267,1433,40,0,5,6,0,294,20230927084752,0,0,0
,4109,4496,1268,1434,41,0,5,6,0,294,20230927084752,0,0,0
,4112,4499,1269,1435,42,0,5,6,0,294,20230927084752,0,0,0
,4115,4502,1270,1436,43,0,5,6,0,294,20230927084752,0,0,0
,4118,4502,1271,1437,44,0,5,6,0,294,20230927084752,0,0,0
,4121,4502,1272,1438,45,0,5,6,0,294,20230927084752,0,0,0
,4124,4502,1273,1439,46,0,5,6,0,294,20230927084752,0,0,0
,4127,4502,1274,1440,47,0,5,6,0,294,20230927084752,0,0,0
,4130,4502,1275,1441,48,0,5,6,0,294,20230927084752,0,0,0
,4133,4505,1276,1442,49,0,5,6,0,294,20230927084752,0,0,0
,4136,4505,1277,1443,50,0,5,6,0,294,20230927084752,0,0,0
,4139,4505,1278,1444,51,0,5,6,0,294,20230927084752,0,0,0
,4142,4505,1279,1445,52,0,5,6,0,294,20230927084752,0,0,0
,4145,4505,1280,1446,53,0,5,6,0,294,20230927084752,0,0,0
,4148,4505,1281,1447,54,0,5,6,0,294,20230927084752,0,0,0
,4151,4508,1282,1448,55,0,5,6,0,294,20230927084752,0,0,0
,4154,4510,1283,1449,56,0,5,6,0,294,20230927084752,0,0,0
,4157,4510,1284,1450,57,0,5,6,0,294,20230927084752,0,0,0
,4160,4518,1285,1451,58,0,5,6,0,294,20230927084752,0,0,0
,4163,4518,1286,1452,59,0,5,6,0,294,20230927084752,0,0,0
,4166,4526,1287,1453,60,0,5,6,0,294,20230927084752,0,0,0
,4169,4529,1288,1454,61,0,5,6,0,294,20230927084752,0,0,0
,4172,4537,1289,1455,62,0,5,6,0,294,20230927084752,0,0,0
,4175,4537,1290,1456,63,0,5,6,0,294,20230927084752,0,0,0
,4178,4537,1291,1457,64,0,5,6,0,294,20230927084752,0,0,0
,4181,4545,1292,1458,65,0,5,6,0,294,20230927084752,0,0,0
,4184,4545,1293,1459,66,0,5,6,0,294,20230927084752,0,0,0
,4187,4553,1294,1460,67,0,5,6,0,294,20230927084752,0,0,0
,4190,4553,1295,1461,68,0,5,6,0,294,20230927084752,0,0,0
,4193,4553,1296,1462,69,0,5,6,0,294,20230927084752,0,0,0
,4196,4556,1297,1463,70,0,5,6,0,294,20230927084752,0,0,0
,4199,4564,1298,1464,71,0,5,6,0,294,20230927084752,0,0,0
,4202,4564,1299,1465,72,0,5,6,0,294,20230927084752,0,0,0
,4205,4564,1300,1466,73,0,5,6,0,294,20230927084752,0,0,0
,4208,4564,1301,1467,74,0,5,6,0,294,20230927084752,0,0,0
,4211,4564,1302,1468,75,0,5,6,0,294,20230927084752,0,0,0
,4214,4564,1303,1469,76,0,5,6,0,294,20230927084752,0,0,0
,4217,4572,1304,1470,77,0,5,6,0,294,20230927084752,0,0,0
,4220,4580,1305,1471,78,0,5,6,0,294,20230927084752,0,0,0
,4223,4580,1306,1472,79,0,5,6,0,294,20230927084752,0,0,0
,4226,4580,1307,1473,80,0,5,6,0,294,20230927084752,0,0,0
,4229,4588,1308,1474,81,0,5,6,0,294,20230927084752,0,0,0
,4232,4588,1309,1475,82,0,5,6,0,294,20230927084752,0,0,0
,4235,4588,1310,1476,83,0,5,6,0,294,20230927084752,0,0,0
,4238,4588,1311,1477,84,0,5,6,0,294,20230927084752,0,0,0
,4241,4596,1312,1478,85,0,5,6,0,294,20230927084752,0,0,0
,4244,4596,1313,1479,86,0,5,6,0,294,20230927084752,0,0,0
,4247,4596,1314,1480,87,0,5,6,0,294,20230927084752,0,0,0
,4250,4599,1315,1481,88,0,5,6,0,294,20230927084752,0,0,0
,4253,4599,1316,1482,89,0,5,6,0,294,20230927084752,0,0,0
,4256,4599,1317,1483,90,0,5,6,0,294,20230927084752,0,0,0
,4259,4599,1318,1484,91,0,5,6,0,294,20230927084752,0,0,0
,4262,4599,1319,1485,92,0,5,6,0,294,20230927084752,0,0,0
,4265,4599,1320,1486,93,0,5,6,0,294,20230927084752,0,0,0
,4268,4602,1321,1487,94,0,5,6,0,294,20230927084752,0,0,0
,4271,4610,1322,1488,95,0,5,6,0,294,20230927084752,0,0,0
,4274,4610,1323,1489,96,0,5,6,0,294,20230927084752,0,0,0
,4277,4618,1324,1490,97,0,5,6,0,294,20230927084752,0,0,0
,4280,4618,1325,1491,98,0,5,6,0,294,20230927084752,0,0,0
,4283,4621,1326,1492,99,0,5,6,0,294,20230927084752,0,0,0
,4286,4621,1327,1493,100,0,5,6,0,294,20230927084752,0,0,0
BB,4289,4621,1327,1494,101,0,5,7,0,294,20230927084752,0,0,0
BB,4291,4635,1327,1495,101,0,5,7,0,294,20230927084752,0,0,0
BB,4293,4649,1327,1496,101,0,5,7,0,294,20230927084752,0,0,0
BB,4295,4663,1327,1497,101,0,5,7,0,294,20230927084752,0,0,0
BB,4297,4677,1327,1498,101,0,5,7,0,294,20230927084752,0,0,0
BB,4299,4691,1327,1499,101,0,5,7,0,294,20230927084752,0,0,0
BB,4301,4705,1327,1500,101,0,5,7,0,294,20230927084752,0,0,0
BB,4303,4719,1327,1501,101,0,5,7,0,294,20230927084752,0,0,0
BB,4305,4733,1327,1502,101,0,5,7,0,294,20230927084752,0,0,0
BB,4307,4747,1327,1503,101,0,5,7,0,294,20230927084752,0,0,0
BB,4309,4761,1327,1504,101,0,5,7,0,294,20230927084752,0,0,0
BB,4311,4775,1327,1505,101,0,5,7,0,294,20230927084752,0,0,0
BB,4313,4789,1327,1506,101,0,5,7,0,294,20230927084752,0,0,0
BB,4315,4803,1327,1507,101,0,5,7,0,294,20230927084752,0,0,0
BB,4317,4817,1327,1508,101,0,5,7,0,294,20230927084752,0,0,0
BB,4319,4831,1327,1509,101,0,5,7,0,294,20230927084752,0,0,0
BB,4321,4845,1327,1510,101,0,5,7,0,294,20230927084752,0,0,0
BB,4323,4859,1327,1511,101,0,5,7,0,294,20230927084752,0,0,0
BB,4325,4873,1327,1512,101,0,5,7,0,294,20230927084752,0,0,0
BB,4327,4887,1327,1513,101,0,5,7,0,294,20230927084752,0,0,0
BB,4329,4901,1327,1514,101,0,5,7,0,294,20230927084752,0,0,0
,4331,4915,1328,1515,0,0,5,7,0,294,20230927084752,0,0,0
,4334,4915,1329,1516,1,0,5,7,0,294,20230927084752,0,0,0
,4337,4915,1330,1517,2,0,5,7,0,294,20230927084752,0,0,0
,4340,4915,1331,1518,3,0,5,7,0,294,20230927084752,0,0,0
,4343,4915,1332,1519,4,0,5,7,0,294,20230927084752,0,0,0
,4346,4915,1333,1520,5,0,5,7,0,294,20230927084752,0,0,0
,4349,4917,1334,1521,6,0,5,7,0,294,20230927084752,0,0,0
,4352,4925,1335,1522,7,0,5,7,0,294,20230927084752,0,0,0
,4355,4925,1336,1523,8,0,5,7,0,294,20230927084752,0,0,0
,4358,4925,1337,1524,9,0,5,7,0,294,20230927084752,0,0,0
,4361,4933,1338,1525,10,0,5,7,0,294,20230927084752,0,0,0
,4364,4935,1339,1526,11,0,5,7,0,294,20230927084752,0,0,0
,4367,4943,1340,1527,12,0,5,7,0,294,20230927084752,0,0,0
,4370,4943,1341,1528,13,0,5,7,0,294,20230927084752,0,0,0
,4373,4951,1342,1529,14,0,5,7,0,294,20230927084752,0,0,0
,4376,4951,1343,1530,15,0,5,7,0,294,20230927084752,0,0,0
,4379,4951,1344,1531,16,0,5,7,0,294,20230927084752,0,0,0
,4382,4951,1345,1532,17,0,5,7,0,294,20230927084752,0,0,0
,4385,4951,1346,1533,18,0,5,7,0,294,20230927084752,0,0,0
,4388,4954,1347,1534,19,0,5,7,0,294,20230927084752,0,0,0
,4391,4954,1348,1535,20,0,5,7,0,294,20230927084752,0,0,0
,4394,4954,1349,1536,21,0,5,7,0,294,20230927084752,0,0,0
,4397,4962,1350,1537,22,0,5,7,0,294,20230927084752,0,0,0
,4400,4962,1351,1538,23,0,5,7,0,294,20230927084752,0,0,0
,4403,4962,1352,1539,24,0,5,7,0,294,20230927084752,0,0,0
,4406,4964,1353,1540,25,0,5,7,0,294,20230927084752,0,0,0
,4409,4964,1354,1541,26,0,5,7,0,294,20230927084752,0,0,0
,4412,4964,1355,1542,27,0,5,7,0,294,20230927084752,0,0,0
,4415,4972,1356,1543,28,0,5,7,0,294,20230927084752,0,0,0
,4418,4980,1357,1544,29,0,5,7,0,294,20230927084752,0,0,0
,4421,4983,1358,1545,30,0,5,7,0,294,20230927084752,0,0,0
,4424,4983,1359,1546,31,0,5,7,0,294,20230927084752,0,0,0
,4427,4983,1360,1547,32,0,5,7,0,294,20230927084752,0,0,0
,4430,4991,1361,1548,33,0,5,7,0,294,20230927084752,0,0,0
,4433,4999,1362,1549,34,0,5,7,0,294,20230927084752,0,0,0
,4436,5002,1363,1550,35,0,5,7,0,294,20230927084752,0,0,0
,4439,5002,1364,1551,36,0,5,7,0,294,20230927084752,0,0,0
,4442,5002,1365,1552,37,0,5,7,0,294,20230927084752,0,0,0
,4445,5002,1366,1553,38,0,5,7,0,294,20230927084752,0,0,0
,4448,5005,1367,1554,39,0,5,7,0,294,20230927084752,0,0,0
,4451,5008,1368,1555,40,0,5,7,0,294,20230927084752,0,0,0
,4454,5008,1369,1556,41,0,5,7,0,294,20230927084752,0,0,0
,4457,5011,1370,1557,42,0,5,7,0,294,20230927084752,0,0,0
,4460,5011,1371,1558,43,0,5,7,0,294,20230927084752,0,0,0
,4463,5011,1372,1559,44,0,5,7,0,294,20230927084752,0,0,0
,4466,5011,1373,1560,45,0,5,7,0,294,20230927084752,0,0,0
,4469,5011,1374,1561,46,0,5,7,0,294,20230927084752,0,0,0
,4472,5011,1375,1562,47,0,5,7,0,294,20230927084752,0,0,0
,4475,5019,1376,1563,48,0,5,7,0,294,20230927084752,0,0,0
,4478,5022,1377,1564,49,0,5,7,0,294,20230927084752,0,0,0
,4481,5022,1378,1565,50,0,5,7,0,294,20230927084752,0,0,0
,4484,5022,1379,1566,51,0,5,7,0,294,20230927084752,0,0,0
,4487,5025,1380,1567,52,0,5,7,0,294,20230927084752,0,0,0
,4490,5025,1381,1568,53,0,5,7,0,294,20230927084752,0,0,0
,4493,5028,1382,1569,54,0,5,7,0,294,20230927084752,0,0,0
,4496,5028,1383,1570,55,0,5,7,0,294,20230927084752,0,0,0
,4499,5028,1384,1571,56,0,5,7,0,294,20230927084752,0,0,0
,4502,5031,1385,1572,57,0,5,7,0,294,20230927084752,0,0,0
,4505,5031,1386,1573,58,0,5,7,0,294,20230927084752,0,0,0
,4508,5031,1387,1574,59,0,5,7,0,294,20230927084752,0,0,0
,4511,5034,1388,1575,60,0,5,7,0,294,20230927084752,0,0,0
,4514,5034,1389,1576,61,0,5,7,0,294,20230927084752,0,0,0
,4517,5042,1390,1577,62,0,5,7,0,294,20230927084752,0,0,0
,4520,5050,1391,1578,63,0,5,7,0,294,20230927084752,0,0,0
,4523,5050,1392,1579,64,0,5,7,0,294,20230927084752,0,0,0
,4526,5050,1393,1580,65,0,5,7,0,294,20230927084752,0,0,0
,4529,5050,1394,1581,66,0,5,7,0,294,20230927084752,0,0,0
,4532,5050,1395,1582,67,0,5,7,0,294,20230927084752,0,0,0
,4535,5050,1396,1583,68,0,5,7,0,294,20230927084752,0,0,0
,4538,5053,1397,1584,69,0,5,7,0,294,20230927084752,0,0,0
,4541,5053,1398,1585,70,0,5,7,0,294,20230927084752,0,0,0
,4544,5053,1399,1586,71,0,5,7,0,294,20230927084752,0,0,0
,4547,5053,1400,1587,72,0,5,7,0,294,20230927084752,0,0,0
,4550,5053,1401,1588,73,0,5,7,0,294,20230927084752,0,0,0
,4553,5067,1402,1589,74,0,5,7,0,294,20230927084752,0,0,0
,4556,5067,1403,1590,75,0,5,7,0,294,20230927084752,0,0,0
,4559,5070,1404,1591,76,0,5,7,0,294,20230927084752,0,0,0
,4562,5078,1405,1592,77,0,5,7,0,294,20230927084752,0,0,0
,4565,5078,1406,1593,78,0,5,7,0,294,20230927084752,0,0,0
,4568,5078,1407,1594,79,0,5,7,0,294,20230927084752,0,0,0
,4571,5078,1408,1595,80,0,5,7,0,294,20230927084752,0,0,0
,4574,5086,1409,1596,81,0,5,7,0,294,20230927084752,0,0,0
,4577,5094,1410,1597,82,0,5,7,0,294,20230927084752,0,0,0
,4580,5094,1411,1598,83,0,5,7,0,294,20230927084752,0,0,0
,4583,5094,1412,1599,84,0,5,7,0,294,20230927084752,0,0,0
,4586,5102,1413,1600,85,0,5,7,0,294,20230927084752,0,0,0
,4589,5110,1414,1601,86,0,5,7,0,294,20230927084752,0,0,0
,4592,5110,1415,1602,87,0,5,7,0,294,20230927084752,0,0,0
,4595,5110,1416,1603,88,0,5,7,0,294,20230927084752,0,0,0
,4598,5110,1417,1604,89,0,5,7,0,294,20230927084752,0,0,0
,4601,5118,1418,1605,90,0,5,7,0,294,20230927084752,0,0,0
,4604,5118,1419,1606,91,0,5,7,0,294,20230927084752,0,0,0
,4607,5118,1420,1607,92,0,5,7,0,294,20230927084752,0,0,0
,4610,5118,1421,1608,93,0,5,7,0,294,20230927084752,0,0,0
,4613,5118,1422,1609,94,0,5,7,0,294,20230927084752,0,0,0
,4616,5118,1423,1610,95,0,5,7,0,294,20230927084752,0,0,0
,4619,5118,1424,1611,96,0,5,7,0,294,20230927084752,0,0,0
,4622,5121,1425,1612,97,0,5,7,0,294,20230927084752,0,0,0
,4625,5121,1426,1613,98,0,5,7,0,294,20230927084752,0,0,0
,4628,5124,1427,1614,99,0,5,7,0,294,20230927084752,0,0,0
,4631,5132,1428,1615,100,0,5,7,0,294,20230927084752,0,0,0
,4634,5132,1429,1616,101,0,5,7,0,294,20230927084752,0,0,0
RB,4635,5132,1429,1617,102,0,6,7,0,294,20230927084752,0,0,0
RB,4637,5146,1429,1618,102,0,6,7,0,294,20230927084752,0,0,0
RB,4639,5160,1429,1619,102,0,6,7,0,294,20230927084752,0,0,0
RB,4641,5174,1429,1620,102,0,6,7,0,294,20230927084752,0,0,0
RB,4643,5188,1429,1621,102,0,6,7,0,294,20230927084752,0,0,0
RB,4645,5202,1429,1622,102,0,6,7,0,294,20230927084752,0,0,0
RB,4647,5216,1429,1623,102,0,6,7,0,294,20230927084752,0,0,0
RB,4649,5230,1429,1624,102,0,6,7,0,294,20230927084752,0,0,0
,4651,5244,1430,1625,0,0,6,7,0,294,20230927084752,0,0,0
,4654,5244,1431,1626,1,0,6,7,0,294,20230927084752,0,0,0
,4657,5244,1432,1627,2,0,6,7,0,294,20230927084752,0,0,0
,4660,5247,1433,1628,3,0,6,7,0,294,20230927084752,0,0,0
,4663,5247,1434,1629,4,0,6,7,0,294,20230927084752,0,0,0
,4666,5255,1435,1630,5,0,6,7,0,294,20230927084752,0,0,0
,4669,5255,1436,1631,6,0,6,7,0,294,20230927084752,0,0,0
,4672,5258,1437,1632,7,0,6,7,0,294,20230927084752,0,0,0
,4675,5258,1438,1633,8,0,6,7,0,294,20230927084752,0,0,0
,4678,5266,1439,1634,9,0,6,7,0,294,20230927084752,0,0,0
,4681,5266,1440,1635,10,0,6,7,0,294,20230927084752,0,0,0
,4684,5269,1441,1636,11,0,6,7,0,294,20230927084752,0,0,0
,4687,5269,1442,1637,12,0,6,7,0,294,20230927084752,0,0,0
,4690,5269,1443,1638,13,0,6,7,0,294,20230927084752,0,0,0
,4693,5269,1444,1639,14,0,6,7,0,294,20230927084752,0,0,0
,4696,5277,1445,1640,15,0,6,7,0,294,20230927084752,0,0,0
,4699,5277,1446,1641,16,0,6,7,0,294,20230927084752,0,0,0
,4702,5277,1447,1642,17,0,6,7,0,294,20230927084752,0,0,0
,4705,5285,1448,1643,18,0,6,7,0,294,20230927084752,0,0,0
,4708,5288,1449,1644,19,0,6,7,0,294,20230927084752,0,0,0
,4711,5288,1450,1645,20,0,6,7,0,294,20230927084752,0,0,0
,4714,5291,1451,1646,21,0,6,7,0,294,20230927084752,0,0,0
,4717,5291,1452,1647,22,0,6,7,0,294,20230927084752,0,0,0
,4720,5299,1453,1648,23,0,6,7,0,294,20230927084752,0,0,0
,4723,5299,1454,1649,24,0,6,7,0,294,20230927084752,0,0,0
,4726,5299,1455,1650,25,0,6,7,0,294,20230927084752,0,0,0
,4729,5299,1456,1651,26,0,6,7,0,294,20230927084752,0,0,0
,4732,5307,1457,1652,27,0,6,7,0,294,20230927084752,0,0,0
,4735,5309,1458,1653,28,0,6,7,0,294,20230927084752,0,0,0
,4738,5309,1459,1654,29,0,6,7,0,294,20230927084752,0,0,0
,4741,5309,1460,1655,30,0,6,7,0,294,20230927084752,0,0,0
,4744,5312,1461,1656,31,0,6,7,0,294,20230927084752,0,0,0
,4747,5320,1462,1657,32,0,6,7,0,294,20230927084752,0,0,0
,4750,5323,1463,1658,33,0,6,7,0,294,20230927084752,0,0,0
,4753,5331,1464,1659,34,0,6,7,0,294,20230927084752,0,0,0
,4756,5331,1465,1660,35,0,6,7,0,294,20230927084752,0,0,0
,4759,5331,1466,1661,36,0,6,7,0,294,20230927084752,0,0,0
,4762,5339,1467,1662,37,0,6,7,0,294,20230927084752,0,0,0
,4765,5342,1468,1663,38,0,6,7,0,294,20230927084752,0,0,0
,4768,5342,1469,1664,39,0,6,7,0,294,20230927084752,0,0,0
,4771,5350,1470,1665,40,0,6,7,0,294,20230927084752,0,0,0
,4774,5353,1471,1666,41,0,6,7,0,294,20230927084752,0,0,0
,4777,5353,1472,1667,42,0,6,7,0,294,20230927084752,0,0,0
,4780,5353,1473,1668,43,0,6,7,0,294,20230927084752,0,0,0
,4783,5353,1474,1669,44,0,6,7,0,294,20230927084752,0,0,0
,4786,5353,1475,1670,45,0,6,7,0,294,20230927084752,0,0,0
,4789,5353,1476,1671,46,0,6,7,0,294,20230927084752,0,0,0
,4792,5353,1477,1672,47,0,6,7,0,294,20230927084752,0,0,0
,4795,5356,1478,1673,48,0,6,7,0,294,20230927084752,0,0,0
,4798,5364,1479,1674,49,0,6,7,0,294,20230927084752,0,0,0
,4801,5378,1480,1675,50,0,6,7,0,294,20230927084752,0,0,0
,4804,5378,1481,1676,51,0,6,7,0,294,20230927084752,0,0,0
,4807,5378,1482,1677,52,0,6,7,0,294,20230927084752,0,0,0
,4810,5386,1483,1678,53,0,6,7,0,294,20230927084752,0,0,0
,4813,5386,1484,1679,54,0,6,7,0,294,20230927084752,0,0,0
,4816,5388,1485,1680,55,0,6,7,0,294,20230927084752,0,0,0
,4819,5388,1486,1681,56,0,6,7,0,294,20230927084752,0,0,0
,4822,5388,1487,1682,57,0,6,7,0,294,20230927084752,0,0,0
,4825,5388,1488,1683,58,0,6,7,0,294,20230927084752,0,0,0
,4828,5388,1489,1684,59,0,6,7,0,294,20230927084752,0,0,0
,4831,5388,1490,1685,60,0,6,7,0,294,20230927084752,0,0,0
,4834,5396,1491,1686,61,0,6,7,0,294,20230927084752,0,0,0
,4837,5396,1492,1687,62,0,6,7,0,294,20230927084752,0,0,0
,4840,5396,1493,1688,63,0,6,7,0,294,20230927084752,0,0,0
,4843,5396,1494,1689,64,0,6,7,0,294,20230927084752,0,0,0
,4846,5398,1495,1690,65,0,6,7,0,294,20230927084752,0,0,0
,4849,5398,1496,1691,66,0,6,7,0,294,20230927084752,0,0,0
,4852,5398,1497,1692,67,0,6,7,0,294,20230927084752,0,0,0
,4855,5401,1498,1693,68,0,6,7,0,294,20230927084752,0,0,0
,4858,5401,1499,1694,69,0,6,7,0,294,20230927084752,0,0,0
,4861,5409,1500,1695,70,0,6,7,0,294,20230927084752,0,0,0
,4864,5409,1501,1696,71,0,6,7,0,294,20230927084752,0,0,0
,4867,5409,1502,1697,72,0,6,7,0,294,20230927084752,0,0,0
,4870,5409,1503,1698,73,0,6,7,0,294,20230927084752,0,0,0
,4873,5409,1504,1699,74,0,6,7,0,294,20230927084752,0,0,0
,4876,5412,1505,1700,75,0,6,7,0,294,20230927084752,0,0,0
,4879,5420,1506,1701,76,0,6,7,0,294,20230927084752,0,0,0
,4882,5420,1507,1702,77,0,6,7,0,294,20230927084752,0,0,0
,4885,5420,1508,1703,78,0,6,7,0,294,20230927084752,0,0,0
,4888,5420,1509,1704,79,0,6,7,0,294,20230927084752,0,0,0
,4891,5420,1510,1705,80,0,6,7,0,294,20230927084752,0,0,0
,4894,5423,1511,1706,81,0,6,7,0,294,20230927084752,0,0,0
,4897,5423,1512,1707,82,0,6,7,0,294,20230927084752,0,0,0
,4900,5423,1513,1708,83,0,6,7,0,294,20230927084752,0,0,0
,4903,5423,1514,1709,84,0,6,7,0,294,20230927084752,0,0,0
,4906,5423,1515,1710,85,0,6,7,0,294,20230927084752,0,0,0
,4909,5431,1516,1711,86,0,6,7,0,294,20230927084752,0,0,0
,4910,5431,1517,1712,87,0,6,7,0,294,20230927084752,0,0,0
RB,4911,5431,1517,1713,88,0,7,7,0,294,20230927084752,0,0,0
RB,4913,5445,1517,1714,88,0,7,7,0,294,20230927084752,0,0,0
RB,4915,5459,1517,1715,88,0,7,7,0,294,20230927084752,0,0,0
RB,4917,5473,1517,1716,88,0,7,7,0,294,20230927084752,0,0,0
RB,4919,5487,1517,1717,88,0,7,7,0,294,20230927084752,0,0,0
RB,4921,5501,1517,1718,88,0,7,7,0,294,20230927084752,0,0,0
RB,4923,5515,1517,1719,88,0,7,7,0,294,20230927084752,0,0,0
RB,4925,5529,1517,1720,88,0,7,7,0,294,20230927084752,0,0,0
,4927,5543,1518,1721,0,0,7,7,0,294,20230927084752,0,0,0
,4930,5543,1519,1722,1,0,7,7,0,294,20230927084752,0,0,0
