Bonus_history,Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Rotation_(excluding_bonus),No_of_Rotation_(including_bonus),Rotations_Till_bonus,Junk1,No_of_Regular_Bonus,No_of_Big_Bonus,Junk2,Junk3,Junk4,Junk5,Junk6,Junk7
BB,6630,6184,2110,2283,7,0,9,5,0,294,20230929120523,0,0,0
BB,6632,6198,2110,2284,7,0,9,5,0,294,20230929120523,0,0,0
BB,6634,6212,2110,2285,7,0,9,5,0,294,20230929120523,0,0,0
BB,6636,6226,2110,2286,7,0,9,5,0,294,20230929120523,0,0,0
BB,6638,6240,2110,2287,7,0,9,5,0,294,20230929120523,0,0,0
,6640,6254,2111,2288,0,0,9,5,0,294,20230929120523,0,0,0
,6643,6254,2112,2289,1,0,9,5,0,294,20230929120523,0,0,0
,6646,6257,2113,2290,2,0,9,5,0,294,20230929120523,0,0,0
,6649,6257,2114,2291,3,0,9,5,0,294,20230929120523,0,0,0
,6652,6259,2115,2292,4,0,9,5,0,294,20230929120523,0,0,0
,6655,6259,2116,2293,5,0,9,5,0,294,20230929120523,0,0,0
,6658,6261,2117,2294,6,0,9,5,0,294,20230929120523,0,0,0
,6661,6261,2118,2295,7,0,9,5,0,294,20230929120523,0,0,0
,6664,6264,2119,2296,8,0,9,5,0,294,20230929120523,0,0,0
,6667,6264,2120,2297,9,0,9,5,0,294,20230929120523,0,0,0
,6670,6272,2121,2298,10,0,9,5,0,294,20230929120523,0,0,0
,6673,6272,2122,2299,11,0,9,5,0,294,20230929120523,0,0,0
,6676,6272,2123,2300,12,0,9,5,0,294,20230929120523,0,0,0
,6679,6272,2124,2301,13,0,9,5,0,294,20230929120523,0,0,0
,6682,6272,2125,2302,14,0,9,5,0,294,20230929120523,0,0,0
,6685,6280,2126,2303,15,0,9,5,0,294,20230929120523,0,0,0
,6688,6288,2127,2304,16,0,9,5,0,294,20230929120523,0,0,0
,6691,6288,2128,2305,17,0,9,5,0,294,20230929120523,0,0,0
,6694,6288,2129,2306,18,0,9,5,0,294,20230929120523,0,0,0
,6697,6288,2130,2307,19,0,9,5,0,294,20230929120523,0,0,0
,6700,6288,2131,2308,20,0,9,5,0,294,20230929120523,0,0,0
,6703,6288,2132,2309,21,0,9,5,0,294,20230929120523,0,0,0
,6706,6288,2133,2310,22,0,9,5,0,294,20230929120523,0,0,0
,6709,6291,2134,2311,23,0,9,5,0,294,20230929120523,0,0,0
,6712,6299,2135,2312,24,0,9,5,0,294,20230929120523,0,0,0
,6715,6299,2136,2313,25,0,9,5,0,294,20230929120523,0,0,0
,6718,6302,2137,2314,26,0,9,5,0,294,20230929120523,0,0,0
,6721,6302,2138,2315,27,0,9,5,0,294,20230929120523,0,0,0
,6724,6302,2139,2316,28,0,9,5,0,294,20230929120523,0,0,0
,6727,6302,2140,2317,29,0,9,5,0,294,20230929120523,0,0,0
,6730,6302,2141,2318,30,0,9,5,0,294,20230929120523,0,0,0
,6733,6302,2142,2319,31,0,9,5,0,294,20230929120523,0,0,0
,6736,6302,2143,2320,32,0,9,5,0,294,20230929120523,0,0,0
,6739,6302,2144,2321,33,0,9,5,0,294,20230929120523,0,0,0
,6742,6305,2145,2322,34,0,9,5,0,294,20230929120523,0,0,0
,6745,6308,2146,2323,35,0,9,5,0,294,20230929120523,0,0,0
,6748,6308,2147,2324,36,0,9,5,0,294,20230929120523,0,0,0
,6751,6316,2148,2325,37,0,9,5,0,294,20230929120523,0,0,0
,6754,6316,2149,2326,38,0,9,5,0,294,20230929120523,0,0,0
,6757,6316,2150,2327,39,0,9,5,0,294,20230929120523,0,0,0
,6760,6316,2151,2328,40,0,9,5,0,294,20230929120523,0,0,0
,6763,6316,2152,2329,41,0,9,5,0,294,20230929120523,0,0,0
,6766,6316,2153,2330,42,0,9,5,0,294,20230929120523,0,0,0
,6769,6316,2154,2331,43,0,9,5,0,294,20230929120523,0,0,0
,6772,6316,2155,2332,44,0,9,5,0,294,20230929120523,0,0,0
,6775,6316,2156,2333,45,0,9,5,0,294,20230929120523,0,0,0
,6778,6316,2157,2334,46,0,9,5,0,294,20230929120523,0,0,0
,6781,6319,2158,2335,47,0,9,5,0,294,20230929120523,0,0,0
,6784,6319,2159,2336,48,0,9,5,0,294,20230929120523,0,0,0
,6787,6319,2160,2337,49,0,9,5,0,294,20230929120523,0,0,0
,6790,6319,2161,2338,50,0,9,5,0,294,20230929120523,0,0,0
,6793,6319,2162,2339,51,0,9,5,0,294,20230929120523,0,0,0
,6796,6322,2163,2340,52,0,9,5,0,294,20230929120523,0,0,0
,6799,6322,2164,2341,53,0,9,5,0,294,20230929120523,0,0,0
,6802,6325,2165,2342,54,0,9,5,0,294,20230929120523,0,0,0
,6805,6325,2166,2343,55,0,9,5,0,294,20230929120523,0,0,0
,6808,6325,2167,2344,56,0,9,5,0,294,20230929120523,0,0,0
,6811,6325,2168,2345,57,0,9,5,0,294,20230929120523,0,0,0
,6814,6325,2169,2346,58,0,9,5,0,294,20230929120523,0,0,0
,6817,6325,2170,2347,59,0,9,5,0,294,20230929120523,0,0,0
,6820,6325,2171,2348,60,0,9,5,0,294,20230929120523,0,0,0
,6823,6325,2172,2349,61,0,9,5,0,294,20230929120523,0,0,0
,6826,6325,2173,2350,62,0,9,5,0,294,20230929120523,0,0,0
,6829,6325,2174,2351,63,0,9,5,0,294,20230929120523,0,0,0
,6832,6325,2175,2352,64,0,9,5,0,294,20230929120523,0,0,0
,6835,6325,2176,2353,65,0,9,5,0,294,20230929120523,0,0,0
,6838,6325,2177,2354,66,0,9,5,0,294,20230929120523,0,0,0
,6841,6325,2178,2355,67,0,9,5,0,294,20230929120523,0,0,0
,6844,6325,2179,2356,68,0,9,5,0,294,20230929120523,0,0,0
,6847,6325,2180,2357,69,0,9,5,0,294,20230929120523,0,0,0
,6850,6325,2181,2358,70,0,9,5,0,294,20230929120523,0,0,0
,6853,6325,2182,2359,71,0,9,5,0,294,20230929120523,0,0,0
,6856,6328,2183,2360,72,0,9,5,0,294,20230929120523,0,0,0
,6859,6331,2184,2361,73,0,9,5,0,294,20230929120523,0,0,0
,6862,6334,2185,2362,74,0,9,5,0,294,20230929120523,0,0,0
,6865,6334,2186,2363,75,0,9,5,0,294,20230929120523,0,0,0
,6868,6337,2187,2364,76,0,9,5,0,294,20230929120523,0,0,0
,6871,6337,2188,2365,77,0,9,5,0,294,20230929120523,0,0,0
,6874,6337,2189,2366,78,0,9,5,0,294,20230929120523,0,0,0
,6877,6340,2190,2367,79,0,9,5,0,294,20230929120523,0,0,0
,6880,6342,2191,2368,80,0,9,5,0,294,20230929120523,0,0,0
,6883,6345,2192,2369,81,0,9,5,0,294,20230929120523,0,0,0
,6886,6345,2193,2370,82,0,9,5,0,294,20230929120523,0,0,0
,6889,6353,2194,2371,83,0,9,5,0,294,20230929120523,0,0,0
,6892,6353,2195,2372,84,0,9,5,0,294,20230929120523,0,0,0
,6895,6361,2196,2373,85,0,9,5,0,294,20230929120523,0,0,0
,6898,6364,2197,2374,86,0,9,5,0,294,20230929120523,0,0,0
,6901,6364,2198,2375,87,0,9,5,0,294,20230929120523,0,0,0
,6904,6364,2199,2376,88,0,9,5,0,294,20230929120523,0,0,0
,6907,6364,2200,2377,89,0,9,5,0,294,20230929120523,0,0,0
,6910,6364,2201,2378,90,0,9,5,0,294,20230929120523,0,0,0
,6913,6372,2202,2379,91,0,9,5,0,294,20230929120523,0,0,0
,6916,6372,2203,2380,92,0,9,5,0,294,20230929120523,0,0,0
,6919,6380,2204,2381,93,0,9,5,0,294,20230929120523,0,0,0
,6922,6388,2205,2382,94,0,9,5,0,294,20230929120523,0,0,0
,6925,6396,2206,2383,95,0,9,5,0,294,20230929120523,0,0,0
,6928,6399,2207,2384,96,0,9,5,0,294,20230929120523,0,0,0
,6931,6399,2208,2385,97,0,9,5,0,294,20230929120523,0,0,0
,6934,6399,2209,2386,98,0,9,5,0,294,20230929120523,0,0,0
,6937,6399,2210,2387,99,0,9,5,0,294,20230929120523,0,0,0
,6940,6399,2211,2388,100,0,9,5,0,294,20230929120523,0,0,0
,6943,6399,2212,2389,101,0,9,5,0,294,20230929120523,0,0,0
,6946,6401,2213,2390,102,0,9,5,0,294,20230929120523,0,0,0
,6949,6401,2214,2391,103,0,9,5,0,294,20230929120523,0,0,0
,6952,6401,2215,2392,104,0,9,5,0,294,20230929120523,0,0,0
,6955,6401,2216,2393,105,0,9,5,0,294,20230929120523,0,0,0
,6958,6401,2217,2394,106,0,9,5,0,294,20230929120523,0,0,0
,6961,6401,2218,2395,107,0,9,5,0,294,20230929120523,0,0,0
,6964,6401,2219,2396,108,0,9,5,0,294,20230929120523,0,0,0
,6967,6409,2220,2397,109,0,9,5,0,294,20230929120523,0,0,0
,6970,6417,2221,2398,110,0,9,5,0,294,20230929120523,0,0,0
,6973,6417,2222,2399,111,0,9,5,0,294,20230929120523,0,0,0
,6976,6425,2223,2400,112,0,9,5,0,294,20230929120523,0,0,0
,6979,6425,2224,2401,113,0,9,5,0,294,20230929120523,0,0,0
,6982,6433,2225,2402,114,0,9,5,0,294,20230929120523,0,0,0
,6985,6433,2226,2403,115,0,9,5,0,294,20230929120523,0,0,0
,6988,6433,2227,2404,116,0,9,5,0,294,20230929120523,0,0,0
,6991,6433,2228,2405,117,0,9,5,0,294,20230929120523,0,0,0
,6994,6433,2229,2406,118,0,9,5,0,294,20230929120523,0,0,0
,6997,6433,2230,2407,119,0,9,5,0,294,20230929120523,0,0,0
,7000,6433,2231,2408,120,0,9,5,0,294,20230929120523,0,0,0
,7003,6433,2232,2409,121,0,9,5,0,294,20230929120523,0,0,0
,7006,6441,2233,2410,122,0,9,5,0,294,20230929120523,0,0,0
,7009,6441,2234,2411,123,0,9,5,0,294,20230929120523,0,0,0
,7012,6444,2235,2412,124,0,9,5,0,294,20230929120523,0,0,0
,7015,6444,2236,2413,125,0,9,5,0,294,20230929120523,0,0,0
,7018,6447,2237,2414,126,0,9,5,0,294,20230929120523,0,0,0
,7021,6447,2238,2415,127,0,9,5,0,294,20230929120523,0,0,0
,7024,6447,2239,2416,128,0,9,5,0,294,20230929120523,0,0,0
,7027,6450,2240,2417,129,0,9,5,0,294,20230929120523,0,0,0
,7030,6458,2241,2418,130,0,9,5,0,294,20230929120523,0,0,0
,7033,6458,2242,2419,131,0,9,5,0,294,20230929120523,0,0,0
,7036,6458,2243,2420,132,0,9,5,0,294,20230929120523,0,0,0
,7039,6458,2244,2421,133,0,9,5,0,294,20230929120523,0,0,0
,7042,6458,2245,2422,134,0,9,5,0,294,20230929120523,0,0,0
,7045,6458,2246,2423,135,0,9,5,0,294,20230929120523,0,0,0
,7048,6458,2247,2424,136,0,9,5,0,294,20230929120523,0,0,0
,7051,6458,2248,2425,137,0,9,5,0,294,20230929120523,0,0,0
,7054,6461,2249,2426,138,0,9,5,0,294,20230929120523,0,0,0
,7057,6461,2250,2427,139,0,9,5,0,294,20230929120523,0,0,0
,7060,6461,2251,2428,140,0,9,5,0,294,20230929120523,0,0,0
,7063,6461,2252,2429,141,0,9,5,0,294,20230929120523,0,0,0
,7066,6461,2253,2430,142,0,9,5,0,294,20230929120523,0,0,0
,7069,6469,2254,2431,143,0,9,5,0,294,20230929120523,0,0,0
,7072,6472,2255,2432,144,0,9,5,0,294,20230929120523,0,0,0
,7075,6472,2256,2433,145,0,9,5,0,294,20230929120523,0,0,0
RB,7076,6472,2256,2434,146,0,10,5,0,294,20230929120523,0,0,0
RB,7078,6486,2256,2435,146,0,10,5,0,294,20230929120523,0,0,0
RB,7080,6500,2256,2436,146,0,10,5,0,294,20230929120523,0,0,0
RB,7082,6514,2256,2437,146,0,10,5,0,294,20230929120523,0,0,0
RB,7084,6528,2256,2438,146,0,10,5,0,294,20230929120523,0,0,0
RB,7086,6542,2256,2439,146,0,10,5,0,294,20230929120523,0,0,0
RB,7088,6556,2256,2440,146,0,10,5,0,294,20230929120523,0,0,0
RB,7090,6570,2256,2441,146,0,10,5,0,294,20230929120523,0,0,0
,7092,6584,2257,2442,0,0,10,5,0,294,20230929120523,0,0,0
,7095,6584,2258,2443,1,0,10,5,0,294,20230929120523,0,0,0
,7098,6592,2259,2444,2,0,10,5,0,294,20230929120523,0,0,0
,7101,6592,2260,2445,3,0,10,5,0,294,20230929120523,0,0,0
,7104,6595,2261,2446,4,0,10,5,0,294,20230929120523,0,0,0
,7107,6595,2262,2447,5,0,10,5,0,294,20230929120523,0,0,0
,7110,6595,2263,2448,6,0,10,5,0,294,20230929120523,0,0,0
,7113,6595,2264,2449,7,0,10,5,0,294,20230929120523,0,0,0
,7116,6603,2265,2450,8,0,10,5,0,294,20230929120523,0,0,0
,7119,6606,2266,2451,9,0,10,5,0,294,20230929120523,0,0,0
,7122,6606,2267,2452,10,0,10,5,0,294,20230929120523,0,0,0
,7125,6609,2268,2453,11,0,10,5,0,294,20230929120523,0,0,0
,7128,6609,2269,2454,12,0,10,5,0,294,20230929120523,0,0,0
,7131,6612,2270,2455,13,0,10,5,0,294,20230929120523,0,0,0
,7134,6612,2271,2456,14,0,10,5,0,294,20230929120523,0,0,0
,7137,6612,2272,2457,15,0,10,5,0,294,20230929120523,0,0,0
,7140,6612,2273,2458,16,0,10,5,0,294,20230929120523,0,0,0
,7143,6612,2274,2459,17,0,10,5,0,294,20230929120523,0,0,0
,7146,6620,2275,2460,18,0,10,5,0,294,20230929120523,0,0,0
,7149,6620,2276,2461,19,0,10,5,0,294,20230929120523,0,0,0
,7152,6620,2277,2462,20,0,10,5,0,294,20230929120523,0,0,0
,7155,6620,2278,2463,21,0,10,5,0,294,20230929120523,0,0,0
,7158,6620,2279,2464,22,0,10,5,0,294,20230929120523,0,0,0
,7161,6620,2280,2465,23,0,10,5,0,294,20230929120523,0,0,0
,7164,6623,2281,2466,24,0,10,5,0,294,20230929120523,0,0,0
,7167,6623,2282,2467,25,0,10,5,0,294,20230929120523,0,0,0
,7170,6626,2283,2468,26,0,10,5,0,294,20230929120523,0,0,0
,7173,6626,2284,2469,27,0,10,5,0,294,20230929120523,0,0,0
,7176,6626,2285,2470,28,0,10,5,0,294,20230929120523,0,0,0
,7179,6626,2286,2471,29,0,10,5,0,294,20230929120523,0,0,0
,7182,6634,2287,2472,30,0,10,5,0,294,20230929120523,0,0,0
,7185,6634,2288,2473,31,0,10,5,0,294,20230929120523,0,0,0
,7188,6642,2289,2474,32,0,10,5,0,294,20230929120523,0,0,0
,7191,6642,2290,2475,33,0,10,5,0,294,20230929120523,0,0,0
,7194,6645,2291,2476,34,0,10,5,0,294,20230929120523,0,0,0
,7197,6645,2292,2477,35,0,10,5,0,294,20230929120523,0,0,0
,7200,6645,2293,2478,36,0,10,5,0,294,20230929120523,0,0,0
,7203,6645,2294,2479,37,0,10,5,0,294,20230929120523,0,0,0
,7206,6645,2295,2480,38,0,10,5,0,294,20230929120523,0,0,0
,7209,6645,2296,2481,39,0,10,5,0,294,20230929120523,0,0,0
,7212,6653,2297,2482,40,0,10,5,0,294,20230929120523,0,0,0
,7215,6655,2298,2483,41,0,10,5,0,294,20230929120523,0,0,0
,7218,6655,2299,2484,42,0,10,5,0,294,20230929120523,0,0,0
,7221,6655,2300,2485,43,0,10,5,0,294,20230929120523,0,0,0
,7224,6658,2301,2486,44,0,10,5,0,294,20230929120523,0,0,0
,7227,6658,2302,2487,45,0,10,5,0,294,20230929120523,0,0,0
,7230,6666,2303,2488,46,0,10,5,0,294,20230929120523,0,0,0
,7233,6666,2304,2489,47,0,10,5,0,294,20230929120523,0,0,0
,7236,6666,2305,2490,48,0,10,5,0,294,20230929120523,0,0,0
,7239,6666,2306,2491,49,0,10,5,0,294,20230929120523,0,0,0
,7242,6666,2307,2492,50,0,10,5,0,294,20230929120523,0,0,0
,7245,6674,2308,2493,51,0,10,5,0,294,20230929120523,0,0,0
,7248,6674,2309,2494,52,0,10,5,0,294,20230929120523,0,0,0
,7251,6674,2310,2495,53,0,10,5,0,294,20230929120523,0,0,0
,7254,6674,2311,2496,54,0,10,5,0,294,20230929120523,0,0,0
,7257,6674,2312,2497,55,0,10,5,0,294,20230929120523,0,0,0
,7260,6674,2313,2498,56,0,10,5,0,294,20230929120523,0,0,0
,7263,6677,2314,2499,57,0,10,5,0,294,20230929120523,0,0,0
,7266,6685,2315,2500,58,0,10,5,0,294,20230929120523,0,0,0
,7269,6688,2316,2501,59,0,10,5,0,294,20230929120523,0,0,0
,7272,6691,2317,2502,60,0,10,5,0,294,20230929120523,0,0,0
,7275,6691,2318,2503,61,0,10,5,0,294,20230929120523,0,0,0
,7278,6691,2319,2504,62,0,10,5,0,294,20230929120523,0,0,0
,7281,6691,2320,2505,63,0,10,5,0,294,20230929120523,0,0,0
,7284,6691,2321,2506,64,0,10,5,0,294,20230929120523,0,0,0
,7287,6691,2322,2507,65,0,10,5,0,294,20230929120523,0,0,0
,7290,6691,2323,2508,66,0,10,5,0,294,20230929120523,0,0,0
,7293,6691,2324,2509,67,0,10,5,0,294,20230929120523,0,0,0
,7296,6694,2325,2510,68,0,10,5,0,294,20230929120523,0,0,0
,7299,6694,2326,2511,69,0,10,5,0,294,20230929120523,0,0,0
,7302,6702,2327,2512,70,0,10,5,0,294,20230929120523,0,0,0
,7305,6702,2328,2513,71,0,10,5,0,294,20230929120523,0,0,0
,7308,6702,2329,2514,72,0,10,5,0,294,20230929120523,0,0,0
,7311,6702,2330,2515,73,0,10,5,0,294,20230929120523,0,0,0
,7314,6710,2331,2516,74,0,10,5,0,294,20230929120523,0,0,0
,7317,6710,2332,2517,75,0,10,5,0,294,20230929120523,0,0,0
,7320,6713,2333,2518,76,0,10,5,0,294,20230929120523,0,0,0
,7323,6715,2334,2519,77,0,10,5,0,294,20230929120523,0,0,0
,7326,6715,2335,2520,78,0,10,5,0,294,20230929120523,0,0,0
,7329,6715,2336,2521,79,0,10,5,0,294,20230929120523,0,0,0
,7332,6715,2337,2522,80,0,10,5,0,294,20230929120523,0,0,0
,7335,6715,2338,2523,81,0,10,5,0,294,20230929120523,0,0,0
,7338,6718,2339,2524,82,0,10,5,0,294,20230929120523,0,0,0
,7341,6718,2340,2525,83,0,10,5,0,294,20230929120523,0,0,0
,7344,6718,2341,2526,84,0,10,5,0,294,20230929120523,0,0,0
,7347,6718,2342,2527,85,0,10,5,0,294,20230929120523,0,0,0
,7350,6721,2343,2528,86,0,10,5,0,294,20230929120523,0,0,0
,7353,6721,2344,2529,87,0,10,5,0,294,20230929120523,0,0,0
,7356,6721,2345,2530,88,0,10,5,0,294,20230929120523,0,0,0
,7359,6729,2346,2531,89,0,10,5,0,294,20230929120523,0,0,0
,7362,6729,2347,2532,90,0,10,5,0,294,20230929120523,0,0,0
,7365,6729,2348,2533,91,0,10,5,0,294,20230929120523,0,0,0
,7368,6737,2349,2534,92,0,10,5,0,294,20230929120523,0,0,0
,7371,6737,2350,2535,93,0,10,5,0,294,20230929120523,0,0,0
,7374,6737,2351,2536,94,0,10,5,0,294,20230929120523,0,0,0
,7377,6737,2352,2537,95,0,10,5,0,294,20230929120523,0,0,0
,7380,6737,2353,2538,96,0,10,5,0,294,20230929120523,0,0,0
,7383,6740,2354,2539,97,0,10,5,0,294,20230929120523,0,0,0
,7386,6740,2355,2540,98,0,10,5,0,294,20230929120523,0,0,0
,7389,6740,2356,2541,99,0,10,5,0,294,20230929120523,0,0,0
,7392,6740,2357,2542,100,0,10,5,0,294,20230929120523,0,0,0
,7395,6740,2358,2543,101,0,10,5,0,294,20230929120523,0,0,0
,7398,6748,2359,2544,102,0,10,5,0,294,20230929120523,0,0,0
,7401,6748,2360,2545,103,0,10,5,0,294,20230929120523,0,0,0
,7404,6748,2361,2546,104,0,10,5,0,294,20230929120523,0,0,0
,7407,6748,2362,2547,105,0,10,5,0,294,20230929120523,0,0,0
,7410,6748,2363,2548,106,0,10,5,0,294,20230929120523,0,0,0
,7413,6748,2364,2549,107,0,10,5,0,294,20230929120523,0,0,0
,7416,6751,2365,2550,108,0,10,5,0,294,20230929120523,0,0,0
,7419,6759,2366,2551,109,0,10,5,0,294,20230929120523,0,0,0
,7422,6759,2367,2552,110,0,10,5,0,294,20230929120523,0,0,0
,7425,6759,2368,2553,111,0,10,5,0,294,20230929120523,0,0,0
,7428,6759,2369,2554,112,0,10,5,0,294,20230929120523,0,0,0
,7431,6761,2370,2555,113,0,10,5,0,294,20230929120523,0,0,0
,7434,6761,2371,2556,114,0,10,5,0,294,20230929120523,0,0,0
,7437,6769,2372,2557,115,0,10,5,0,294,20230929120523,0,0,0
,7440,6769,2373,2558,116,0,10,5,0,294,20230929120523,0,0,0
,7443,6769,2374,2559,117,0,10,5,0,294,20230929120523,0,0,0
,7446,6769,2375,2560,118,0,10,5,0,294,20230929120523,0,0,0
,7449,6777,2376,2561,119,0,10,5,0,294,20230929120523,0,0,0
,7452,6777,2377,2562,120,0,10,5,0,294,20230929120523,0,0,0
,7455,6780,2378,2563,121,0,10,5,0,294,20230929120523,0,0,0
,7458,6780,2379,2564,122,0,10,5,0,294,20230929120523,0,0,0
,7461,6782,2380,2565,123,0,10,5,0,294,20230929120523,0,0,0
BB,7462,6782,2380,2566,124,0,10,6,0,294,20230929120523,0,0,0
BB,7464,6796,2380,2567,124,0,10,6,0,294,20230929120523,0,0,0
BB,7466,6810,2380,2568,124,0,10,6,0,294,20230929120523,0,0,0
BB,7468,6824,2380,2569,124,0,10,6,0,294,20230929120523,0,0,0
BB,7470,6838,2380,2570,124,0,10,6,0,294,20230929120523,0,0,0
BB,7472,6852,2380,2571,124,0,10,6,0,294,20230929120523,0,0,0
BB,7474,6866,2380,2572,124,0,10,6,0,294,20230929120523,0,0,0
BB,7476,6880,2380,2573,124,0,10,6,0,294,20230929120523,0,0,0
BB,7478,6894,2380,2574,124,0,10,6,0,294,20230929120523,0,0,0
BB,7480,6908,2380,2575,124,0,10,6,0,294,20230929120523,0,0,0
BB,7482,6922,2380,2576,124,0,10,6,0,294,20230929120523,0,0,0
BB,7484,6936,2380,2577,124,0,10,6,0,294,20230929120523,0,0,0
BB,7486,6950,2380,2578,124,0,10,6,0,294,20230929120523,0,0,0
BB,7488,6964,2380,2579,124,0,10,6,0,294,20230929120523,0,0,0
BB,7490,6978,2380,2580,124,0,10,6,0,294,20230929120523,0,0,0
BB,7492,6992,2380,2581,124,0,10,6,0,294,20230929120523,0,0,0
BB,7494,7006,2380,2582,124,0,10,6,0,294,20230929120523,0,0,0
BB,7496,7020,2380,2583,124,0,10,6,0,294,20230929120523,0,0,0
BB,7498,7034,2380,2584,124,0,10,6,0,294,20230929120523,0,0,0
BB,7500,7048,2380,2585,124,0,10,6,0,294,20230929120523,0,0,0
BB,7502,7062,2380,2586,124,0,10,6,0,294,20230929120523,0,0,0
,7504,7076,2381,2587,0,0,10,6,0,294,20230929120523,0,0,0
,7507,7076,2382,2588,1,0,10,6,0,294,20230929120523,0,0,0
,7510,7076,2383,2589,2,0,10,6,0,294,20230929120523,0,0,0
,7513,7084,2384,2590,3,0,10,6,0,294,20230929120523,0,0,0
,7516,7092,2385,2591,4,0,10,6,0,294,20230929120523,0,0,0
,7519,7092,2386,2592,5,0,10,6,0,294,20230929120523,0,0,0
,7522,7100,2387,2593,6,0,10,6,0,294,20230929120523,0,0,0
,7525,7100,2388,2594,7,0,10,6,0,294,20230929120523,0,0,0
,7528,7100,2389,2595,8,0,10,6,0,294,20230929120523,0,0,0
,7531,7108,2390,2596,9,0,10,6,0,294,20230929120523,0,0,0
,7534,7111,2391,2597,10,0,10,6,0,294,20230929120523,0,0,0
,7537,7114,2392,2598,11,0,10,6,0,294,20230929120523,0,0,0
,7540,7114,2393,2599,12,0,10,6,0,294,20230929120523,0,0,0
,7543,7122,2394,2600,13,0,10,6,0,294,20230929120523,0,0,0
,7546,7130,2395,2601,14,0,10,6,0,294,20230929120523,0,0,0
,7549,7138,2396,2602,15,0,10,6,0,294,20230929120523,0,0,0
,7552,7146,2397,2603,16,0,10,6,0,294,20230929120523,0,0,0
,7555,7146,2398,2604,17,0,10,6,0,294,20230929120523,0,0,0
,7558,7146,2399,2605,18,0,10,6,0,294,20230929120523,0,0,0
,7561,7146,2400,2606,19,0,10,6,0,294,20230929120523,0,0,0
,7564,7146,2401,2607,20,0,10,6,0,294,20230929120523,0,0,0
,7567,7146,2402,2608,21,0,10,6,0,294,20230929120523,0,0,0
,7570,7154,2403,2609,22,0,10,6,0,294,20230929120523,0,0,0
,7573,7156,2404,2610,23,0,10,6,0,294,20230929120523,0,0,0
,7576,7159,2405,2611,24,0,10,6,0,294,20230929120523,0,0,0
,7579,7159,2406,2612,25,0,10,6,0,294,20230929120523,0,0,0
,7582,7167,2407,2613,26,0,10,6,0,294,20230929120523,0,0,0
,7585,7167,2408,2614,27,0,10,6,0,294,20230929120523,0,0,0
,7588,7167,2409,2615,28,0,10,6,0,294,20230929120523,0,0,0
,7591,7167,2410,2616,29,0,10,6,0,294,20230929120523,0,0,0
,7594,7167,2411,2617,30,0,10,6,0,294,20230929120523,0,0,0
,7597,7167,2412,2618,31,0,10,6,0,294,20230929120523,0,0,0
,7600,7170,2413,2619,32,0,10,6,0,294,20230929120523,0,0,0
,7603,7170,2414,2620,33,0,10,6,0,294,20230929120523,0,0,0
,7606,7170,2415,2621,34,0,10,6,0,294,20230929120523,0,0,0
,7609,7173,2416,2622,35,0,10,6,0,294,20230929120523,0,0,0
,7612,7176,2417,2623,36,0,10,6,0,294,20230929120523,0,0,0
,7615,7184,2418,2624,37,0,10,6,0,294,20230929120523,0,0,0
,7618,7184,2419,2625,38,0,10,6,0,294,20230929120523,0,0,0
,7621,7184,2420,2626,39,0,10,6,0,294,20230929120523,0,0,0
,7624,7192,2421,2627,40,0,10,6,0,294,20230929120523,0,0,0
,7627,7195,2422,2628,41,0,10,6,0,294,20230929120523,0,0,0
,7630,7195,2423,2629,42,0,10,6,0,294,20230929120523,0,0,0
,7633,7195,2424,2630,43,0,10,6,0,294,20230929120523,0,0,0
,7636,7195,2425,2631,44,0,10,6,0,294,20230929120523,0,0,0
,7639,7195,2426,2632,45,0,10,6,0,294,20230929120523,0,0,0
,7642,7203,2427,2633,46,0,10,6,0,294,20230929120523,0,0,0
,7645,7211,2428,2634,47,0,10,6,0,294,20230929120523,0,0,0
,7648,7211,2429,2635,48,0,10,6,0,294,20230929120523,0,0,0
,7651,7211,2430,2636,49,0,10,6,0,294,20230929120523,0,0,0
,7654,7211,2431,2637,50,0,10,6,0,294,20230929120523,0,0,0
,7657,7211,2432,2638,51,0,10,6,0,294,20230929120523,0,0,0
,7660,7211,2433,2639,52,0,10,6,0,294,20230929120523,0,0,0
,7663,7211,2434,2640,53,0,10,6,0,294,20230929120523,0,0,0
,7666,7219,2435,2641,54,0,10,6,0,294,20230929120523,0,0,0
,7669,7222,2436,2642,55,0,10,6,0,294,20230929120523,0,0,0
,7672,7222,2437,2643,56,0,10,6,0,294,20230929120523,0,0,0
,7675,7225,2438,2644,57,0,10,6,0,294,20230929120523,0,0,0
,7678,7233,2439,2645,58,0,10,6,0,294,20230929120523,0,0,0
,7681,7233,2440,2646,59,0,10,6,0,294,20230929120523,0,0,0
,7684,7233,2441,2647,60,0,10,6,0,294,20230929120523,0,0,0
,7687,7233,2442,2648,61,0,10,6,0,294,20230929120523,0,0,0
,7690,7236,2443,2649,62,0,10,6,0,294,20230929120523,0,0,0
,7693,7236,2444,2650,63,0,10,6,0,294,20230929120523,0,0,0
,7696,7236,2445,2651,64,0,10,6,0,294,20230929120523,0,0,0
,7699,7244,2446,2652,65,0,10,6,0,294,20230929120523,0,0,0
,7702,7244,2447,2653,66,0,10,6,0,294,20230929120523,0,0,0
,7705,7244,2448,2654,67,0,10,6,0,294,20230929120523,0,0,0
