"店舗コード","企業名","店舗名","機番号","備考","売上集計日","売上連番","売上時間","削除フラグ","チケット種類","購入方法","電子マネー","売上金額","品目名","グループ名","枚数","税率"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16683","2022-10-03 11:45:42","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16684","2022-10-03 11:45:58","通常売上","通常券","店内／現金","","150","ご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16685","2022-10-03 11:46:46","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16686","2022-10-03 11:53:08","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16687","2022-10-03 12:03:03","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16688","2022-10-03 12:03:03","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16689","2022-10-03 12:05:13","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16690","2022-10-03 12:11:58","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16691","2022-10-03 12:14:34","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16692","2022-10-03 12:16:04","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16693","2022-10-03 12:16:04","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16694","2022-10-03 12:17:36","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16695","2022-10-03 12:17:36","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16696","2022-10-03 12:17:36","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16697","2022-10-03 12:17:36","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16698","2022-10-03 12:20:19","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16699","2022-10-03 12:21:03","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16700","2022-10-03 12:21:03","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16701","2022-10-03 12:21:03","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16702","2022-10-03 12:22:08","通常売上","通常券","店内／現金","","950","冷やし鶏塩そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16703","2022-10-03 12:24:56","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16704","2022-10-03 12:24:56","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16705","2022-10-03 12:24:56","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16706","2022-10-03 12:26:02","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16707","2022-10-03 12:26:02","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16708","2022-10-03 12:26:02","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16709","2022-10-03 12:27:28","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16710","2022-10-03 12:27:28","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16711","2022-10-03 12:28:12","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16712","2022-10-03 12:28:12","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16713","2022-10-03 12:28:50","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16714","2022-10-03 12:28:50","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16715","2022-10-03 12:31:28","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16716","2022-10-03 12:35:17","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16717","2022-10-03 12:35:17","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16718","2022-10-03 12:35:17","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16719","2022-10-03 12:35:17","通常売上","通常券","店内／現金","","390","生ビール","ドリンク","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16720","2022-10-03 12:36:17","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16721","2022-10-03 12:36:17","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16722","2022-10-03 12:37:34","通常売上","通常券","店内／現金","","950","冷やし鶏塩そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16723","2022-10-03 12:37:34","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16724","2022-10-03 12:40:58","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16725","2022-10-03 12:40:58","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16726","2022-10-03 12:44:06","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16727","2022-10-03 12:44:06","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16728","2022-10-03 12:44:06","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16729","2022-10-03 12:50:54","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16730","2022-10-03 12:50:54","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16731","2022-10-03 12:51:30","通常売上","通常券","店内／現金","","250","牛めし","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16732","2022-10-03 12:56:37","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16733","2022-10-03 12:56:37","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16734","2022-10-03 12:56:37","通常売上","通常券","店内／現金","","350","ももご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16735","2022-10-03 12:59:48","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16736","2022-10-03 13:14:45","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16737","2022-10-03 13:21:30","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16738","2022-10-03 13:21:30","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16739","2022-10-03 13:24:40","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16740","2022-10-03 13:24:40","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16741","2022-10-03 13:26:36","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16742","2022-10-03 13:26:36","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16743","2022-10-03 13:43:05","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16744","2022-10-03 13:43:05","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16745","2022-10-03 13:44:35","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16746","2022-10-03 13:44:35","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16747","2022-10-03 13:44:35","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16748","2022-10-03 13:44:57","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16749","2022-10-03 13:56:23","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16750","2022-10-03 13:56:23","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16751","2022-10-03 13:58:58","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16752","2022-10-03 13:58:58","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16753","2022-10-03 13:58:58","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16754","2022-10-03 14:00:28","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16755","2022-10-03 14:00:28","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16756","2022-10-03 14:00:28","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16757","2022-10-03 14:00:28","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16758","2022-10-03 14:01:54","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16759","2022-10-03 18:20:22","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16760","2022-10-03 18:20:22","通常売上","通常券","店内／現金","","250","バターご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16761","2022-10-03 18:21:17","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16762","2022-10-03 18:21:17","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16763","2022-10-03 18:42:23","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16764","2022-10-03 18:42:23","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16765","2022-10-03 18:42:23","通常売上","通常券","店内／現金","","150","ご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16766","2022-10-03 18:55:46","通常売上","通常券","店内／現金","","350","ももご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16767","2022-10-03 18:55:46","通常売上","通常券","店内／現金","","200","ご飯もの大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16768","2022-10-03 19:06:03","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16769","2022-10-03 19:21:25","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16770","2022-10-03 19:41:57","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16771","2022-10-03 19:41:57","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16772","2022-10-03 19:43:06","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16773","2022-10-03 21:21:57","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16774","2022-10-03 21:30:00","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16775","2022-10-03 21:30:00","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16776","2022-10-03 21:39:10","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16777","2022-10-03 21:39:41","通常売上","通常券","店内／現金","","390","生ビール","ドリンク","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16778","2022-10-03 22:00:50","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16779","2022-10-03 22:09:02","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16780","2022-10-03 22:09:02","通常売上","通常券","店内／現金","","390","生ビール","ドリンク","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16781","2022-10-03 22:09:02","通常売上","通常券","店内／現金","","250","バターご飯","ご飯もの","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16782","2022-10-03 22:10:22","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16783","2022-10-03 22:10:22","通常売上","通常券","店内／現金","","390","生ビール","ドリンク","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-03","16784","2022-10-03 22:20:20","通常売上","通常券","店内／現金","","390","生ビール","ドリンク","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16785","2022-10-04 11:37:58","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16786","2022-10-04 11:39:32","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16787","2022-10-04 11:39:32","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16788","2022-10-04 11:51:39","通常売上","通常券","店内／現金","","950","タイそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16789","2022-10-04 11:59:33","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16790","2022-10-04 11:59:33","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16791","2022-10-04 12:32:14","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16792","2022-10-04 12:32:14","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16793","2022-10-04 12:36:07","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16794","2022-10-04 12:36:07","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16795","2022-10-04 12:36:39","通常売上","通常券","店内／現金","","950","タイそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16796","2022-10-04 12:36:39","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16797","2022-10-04 12:37:24","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16798","2022-10-04 12:37:24","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16799","2022-10-04 12:38:14","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16800","2022-10-04 12:38:14","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16801","2022-10-04 12:38:56","通常売上","通常券","店内／現金","","900","まぜそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16802","2022-10-04 12:38:56","通常売上","通常券","店内／現金","","70","まぜそば〆ご飯","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16803","2022-10-04 12:45:19","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16804","2022-10-04 12:46:29","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16805","2022-10-04 12:47:06","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16806","2022-10-04 12:47:06","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16807","2022-10-04 12:48:12","通常売上","通常券","店内／現金","","950","冷やし鶏塩そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16808","2022-10-04 12:48:12","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16809","2022-10-04 12:55:08","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16810","2022-10-04 12:55:08","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16811","2022-10-04 13:00:15","通常売上","通常券","店内／現金","","950","タイそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16812","2022-10-04 13:05:43","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16813","2022-10-04 13:05:43","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16814","2022-10-04 13:06:14","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16815","2022-10-04 13:06:14","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16816","2022-10-04 13:06:52","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16817","2022-10-04 13:10:23","通常売上","通常券","店内／現金","","900","まぜそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16818","2022-10-04 13:10:23","通常売上","通常券","店内／現金","","100","煮卵","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16819","2022-10-04 13:10:23","通常売上","通常券","店内／現金","","70","まぜそば〆ご飯","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16820","2022-10-04 13:11:04","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16821","2022-10-04 13:11:04","通常売上","通常券","店内／現金","","200","チャーシュー増し","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16822","2022-10-04 13:32:07","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16823","2022-10-04 13:32:07","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16824","2022-10-04 13:52:12","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16825","2022-10-04 13:56:45","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16826","2022-10-04 14:05:55","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16827","2022-10-04 14:05:55","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16828","2022-10-04 14:09:52","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16829","2022-10-04 14:10:07","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16830","2022-10-04 14:10:07","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16831","2022-10-04 14:17:01","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16832","2022-10-04 14:17:01","通常売上","通常券","店内／現金","","100","麺大盛","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16833","2022-10-04 14:17:01","通常売上","通常券","店内／現金","","200","バターご飯セット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16834","2022-10-04 14:17:42","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16835","2022-10-04 14:17:42","通常売上","通常券","店内／現金","","200","とり天＋ライスセット","トッピング","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16836","2022-10-04 14:21:38","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16837","2022-10-04 14:22:32","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16838","2022-10-04 14:29:36","通常売上","通常券","店内／現金","","950","タイそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16839","2022-10-04 14:30:05","通常売上","通常券","店内／現金","","900","まぜそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16840","2022-10-04 15:34:15","通常売上","通常券","店内／現金","","880","塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16841","2022-10-04 15:34:15","通常売上","通常券","店内／現金","","980","熟成塩鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16842","2022-10-04 18:29:26","通常売上","通常券","店内／現金","","900","まぜそば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16843","2022-10-04 18:34:29","通常売上","通常券","店内／現金","","930","熟成しょうゆ鶏そば","ラーメン","1","0"
"os31336-010","株式会社開花者","ボクの麺処","1","","2022-10-04","16844","2022-10-04 19:39:39","通常売上","通常券","店内／現金","","830","鶏そば","ラーメン","1","0"
