Sales date,Sales time,Price,Item name,Item Group,quantity
2023/1/16,2023/1/16 12:12,930,mazesoba,ramen,1
2023/1/16,2023/1/16 12:15,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:15,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 12:16,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:16,250,butter rice set,topping,1
2023/1/16,2023/1/16 12:17,1000,soy sauce aged chicken ramen,ramen,1
2023/1/16,2023/1/16 12:17,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 12:17,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 12:17,250,butter rice set,topping,1
2023/1/16,2023/1/16 12:18,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 12:18,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 12:18,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 12:18,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 12:34,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:34,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:35,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:38,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 12:38,250,butter rice set,topping,1
2023/1/16,2023/1/16 12:47,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:00,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:03,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 13:04,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 13:05,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:06,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:06,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 13:06,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:06,100,boiled egg,topping,1
2023/1/16,2023/1/16 13:11,890,soy sauce chicken ramen,ramen,2
2023/1/16,2023/1/16 13:11,250,oolong tea,drink,2
2023/1/16,2023/1/16 13:17,930,mazesoba,ramen,1
2023/1/16,2023/1/16 13:20,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:22,1000,soy sauce aged chicken ramen,ramen,1
2023/1/16,2023/1/16 13:22,250,butter rice set,topping,1
2023/1/16,2023/1/16 13:27,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:31,930,mazesoba,ramen,1
2023/1/16,2023/1/16 13:31,70,rice only for mazesoba,topping,1
2023/1/16,2023/1/16 13:33,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 13:33,100,large serving of noodles,topping,1
2023/1/16,2023/1/16 13:38,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 13:40,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 13:40,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 13:45,930,mazesoba,ramen,1
2023/1/16,2023/1/16 13:45,250,chikin tempura + rice set,topping,1
2023/1/16,2023/1/16 14:06,890,soy sauce chicken ramen,ramen,2
2023/1/16,2023/1/16 14:09,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 14:22,920,salty chicken ramen,ramen,1
2023/1/16,2023/1/16 14:51,920,salty chicken ramen,ramen,1
2023/1/16,2023/1/16 14:51,100,boiled egg,topping,1
2023/1/16,2023/1/16 14:53,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 18:17,930,mazesoba,ramen,1
2023/1/16,2023/1/16 18:18,1000,soy sauce aged chicken ramen,ramen,1
2023/1/16,2023/1/16 18:18,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 18:27,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 18:27,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 20:19,1000,soy sauce aged chicken ramen,ramen,1
2023/1/16,2023/1/16 20:19,250,extra roasted pork fillet,topping,1
2023/1/16,2023/1/16 20:19,300,butter rice,food,1
2023/1/16,2023/1/16 20:29,490,draft beer,drink,1
2023/1/16,2023/1/16 20:29,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 20:29,400,roasted pork fillet assort,A la carte,1
2023/1/16,2023/1/16 21:26,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 21:26,100,large serving of noodles,topping,1
2023/1/16,2023/1/16 21:26,400,roasted pork fillet assort,A la carte,1
2023/1/16,2023/1/16 21:26,490,whisky soda,drink,1
2023/1/16,2023/1/16 21:27,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 21:28,980,simmered beef ramen,ramen,1
2023/1/16,2023/1/16 21:28,100,large serving of noodles,topping,1
2023/1/16,2023/1/16 21:36,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 21:36,100,large serving of noodles,topping,1
2023/1/16,2023/1/16 22:16,1050,salty aged chikin ramen,ramen,1
2023/1/16,2023/1/16 22:16,100,boiled egg,topping,1
2023/1/16,2023/1/16 22:16,490,whisky soda,drink,2
2023/1/16,2023/1/16 22:16,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 22:16,300,bamboo shoots,A la carte,1
2023/1/16,2023/1/16 22:19,300,beef rice bowl,food,1
2023/1/16,2023/1/16 22:19,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 22:27,890,soy sauce chicken ramen,ramen,1
2023/1/16,2023/1/16 22:27,100,large serving of noodles,topping,1
2023/1/17,2023/1/17 11:34,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 11:51,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 11:51,250,butter rice set,topping,1
2023/1/17,2023/1/17 11:57,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 11:57,100,large serving of noodles,topping,1
2023/1/17,2023/1/17 11:58,920,salty chicken ramen,ramen,1
2023/1/17,2023/1/17 11:59,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 11:59,100,large serving of noodles,topping,1
2023/1/17,2023/1/17 11:59,250,butter rice set,topping,1
2023/1/17,2023/1/17 12:01,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 12:01,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 12:02,300,butter rice,food,1
2023/1/17,2023/1/17 12:03,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:03,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 12:03,250,chikin tempura + rice set,topping,1
2023/1/17,2023/1/17 12:06,1000,soy sauce aged chicken ramen,ramen,1
2023/1/17,2023/1/17 12:06,100,large serving of noodles,topping,1
2023/1/17,2023/1/17 12:07,250,cola,drink,1
2023/1/17,2023/1/17 12:08,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:08,250,chikin tempura + rice set,topping,1
2023/1/17,2023/1/17 12:11,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:13,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:13,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:13,100,boiled egg,topping,1
2023/1/17,2023/1/17 12:14,1000,soy sauce aged chicken ramen,ramen,1
2023/1/17,2023/1/17 12:17,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 12:19,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 12:19,250,chikin tempura + rice set,topping,1
2023/1/17,2023/1/17 12:21,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 12:22,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 12:22,100,boiled egg,topping,1
2023/1/17,2023/1/17 12:22,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 12:31,890,soy sauce chicken ramen,ramen,2
2023/1/17,2023/1/17 12:31,300,butter rice,food,2
2023/1/17,2023/1/17 12:35,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 12:35,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 12:35,300,bamboo shoots,A la carte,1
2023/1/17,2023/1/17 12:35,250,chicken tempura,A la carte,1
2023/1/17,2023/1/17 12:46,920,salty chicken ramen,ramen,1
2023/1/17,2023/1/17 13:12,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 13:12,100,boiled egg,topping,1
2023/1/17,2023/1/17 18:03,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 18:05,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 18:05,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 18:07,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 18:07,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 18:09,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 18:09,100,boiled egg,topping,1
2023/1/17,2023/1/17 18:09,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 18:20,930,mazesoba,ramen,1
2023/1/17,2023/1/17 18:24,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 18:24,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 18:24,300,butter rice,food,1
2023/1/17,2023/1/17 18:27,890,soy sauce chicken ramen,ramen,3
2023/1/17,2023/1/17 18:35,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 18:35,400,chicken thigh rice,food,1
2023/1/17,2023/1/17 18:41,1000,soy sauce aged chicken ramen,ramen,1
2023/1/17,2023/1/17 18:54,890,soy sauce chicken ramen,ramen,3
2023/1/17,2023/1/17 18:55,300,butter rice,food,1
2023/1/17,2023/1/17 18:55,490,draft beer,drink,1
2023/1/17,2023/1/17 18:55,250,orange juice,drink,1
2023/1/17,2023/1/17 19:02,890,soy sauce chicken ramen,ramen,1
2023/1/17,2023/1/17 19:02,250,extra roasted pork fillet,topping,1
2023/1/17,2023/1/17 19:02,490,draft beer,drink,1
2023/1/17,2023/1/17 19:12,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 19:12,100,large serving of noodles,topping,1
2023/1/17,2023/1/17 19:27,930,mazesoba,ramen,1
2023/1/17,2023/1/17 19:27,70,rice only for mazesoba,topping,1
2023/1/17,2023/1/17 19:27,490,draft beer,drink,1
2023/1/17,2023/1/17 19:29,930,mazesoba,ramen,1
2023/1/17,2023/1/17 19:29,450,lemon shochu highball,drink,1
2023/1/17,2023/1/17 19:30,930,mazesoba,ramen,1
2023/1/17,2023/1/17 19:30,70,rice only for mazesoba,topping,1
2023/1/17,2023/1/17 19:30,490,draft beer,drink,1
2023/1/17,2023/1/17 19:31,930,mazesoba,ramen,1
2023/1/17,2023/1/17 19:31,300,butter rice,food,1
2023/1/17,2023/1/17 19:32,1000,soy sauce aged chicken ramen,ramen,1
2023/1/17,2023/1/17 19:43,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 19:43,300,butter rice,food,1
2023/1/17,2023/1/17 19:44,1050,salty aged chikin ramen,ramen,1
2023/1/17,2023/1/17 19:44,100,boiled egg,topping,1
2023/1/17,2023/1/17 20:21,930,mazesoba,ramen,1
2023/1/17,2023/1/17 21:23,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 11:35,1000,soy sauce aged chicken ramen,ramen,1
2023/1/18,2023/1/18 11:35,250,butter rice set,topping,1
2023/1/18,2023/1/18 11:58,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 11:58,250,butter rice set,topping,1
2023/1/18,2023/1/18 12:05,930,mazesoba,ramen,1
2023/1/18,2023/1/18 12:05,250,chikin tempura + rice set,topping,1
2023/1/18,2023/1/18 12:06,1000,soy sauce aged chicken ramen,ramen,1
2023/1/18,2023/1/18 12:10,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:10,100,boiled egg,topping,1
2023/1/18,2023/1/18 12:10,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:11,920,salty chicken ramen,ramen,1
2023/1/18,2023/1/18 12:11,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:12,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:13,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 12:14,930,mazesoba,ramen,1
2023/1/18,2023/1/18 12:14,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:24,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:24,100,large serving of noodles,topping,1
2023/1/18,2023/1/18 12:31,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:32,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:34,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:34,250,chikin tempura + rice set,topping,1
2023/1/18,2023/1/18 12:38,1000,soy sauce aged chicken ramen,ramen,1
2023/1/18,2023/1/18 12:38,250,extra roasted pork fillet,topping,1
2023/1/18,2023/1/18 12:39,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:39,100,boiled egg,topping,1
2023/1/18,2023/1/18 12:41,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 12:41,250,chikin tempura + rice set,topping,1
2023/1/18,2023/1/18 12:45,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 12:48,980,simmered beef ramen,ramen,1
2023/1/18,2023/1/18 13:09,920,salty chicken ramen,ramen,1
2023/1/18,2023/1/18 13:09,250,extra roasted pork fillet,topping,1
2023/1/18,2023/1/18 13:09,100,boiled egg,topping,1
2023/1/18,2023/1/18 13:09,300,bamboo shoots,A la carte,1
2023/1/18,2023/1/18 13:09,250,chicken tempura,A la carte,1
2023/1/18,2023/1/18 13:15,1000,soy sauce aged chicken ramen,ramen,1
2023/1/18,2023/1/18 13:25,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 14:06,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 14:22,300,butter rice,food,1
2023/1/18,2023/1/18 14:22,980,simmered beef ramen,ramen,1
2023/1/18,2023/1/18 14:34,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 18:07,890,soy sauce chicken ramen,ramen,2
2023/1/18,2023/1/18 18:13,100,large serving of noodles,topping,1
2023/1/18,2023/1/18 19:18,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 19:36,100,large serving of noodles,topping,1
2023/1/18,2023/1/18 19:36,300,chikin rice bowl,food,1
2023/1/18,2023/1/18 19:36,200,large serving of ricebowl,topping,1
2023/1/18,2023/1/18 19:36,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 19:50,1050,salty aged chikin ramen,ramen,1
2023/1/18,2023/1/18 19:50,300,butter rice,food,1
2023/1/18,2023/1/18 20:51,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 20:51,100,large serving of noodles,topping,1
2023/1/18,2023/1/18 20:51,300,butter rice,food,1
2023/1/18,2023/1/18 21:32,980,simmered beef ramen,ramen,1
2023/1/18,2023/1/18 21:33,930,mazesoba,ramen,1
2023/1/18,2023/1/18 22:20,890,soy sauce chicken ramen,ramen,1
2023/1/18,2023/1/18 22:21,400,chicken thigh rice,food,1
2023/1/18,2023/1/18 22:46,490,draft beer,drink,2
2023/1/18,2023/1/18 22:46,100,boiled egg,topping,2
2023/1/19,2023/1/19 11:51,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:01,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 12:01,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 12:02,1050,salty aged chikin ramen,ramen,1
2023/1/19,2023/1/19 12:02,250,butter rice set,topping,1
2023/1/19,2023/1/19 12:03,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:03,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 12:07,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 12:12,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:12,250,extra roasted pork fillet,topping,1
2023/1/19,2023/1/19 12:16,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 12:16,150,rice,food,2
2023/1/19,2023/1/19 12:16,920,salty chicken ramen,ramen,1
2023/1/19,2023/1/19 12:34,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 12:36,1050,salty aged chikin ramen,ramen,1
2023/1/19,2023/1/19 12:39,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:39,100,boiled egg,topping,1
2023/1/19,2023/1/19 12:40,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:40,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 12:54,930,mazesoba,ramen,1
2023/1/19,2023/1/19 12:54,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 12:55,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 12:55,100,boiled egg,topping,1
2023/1/19,2023/1/19 12:56,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 13:02,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 13:02,150,rice,food,1
2023/1/19,2023/1/19 13:03,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 13:04,930,mazesoba,ramen,1
2023/1/19,2023/1/19 13:05,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 13:05,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 13:33,1050,salty aged chikin ramen,ramen,1
2023/1/19,2023/1/19 13:33,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 13:42,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 13:45,920,salty chicken ramen,ramen,1
2023/1/19,2023/1/19 13:45,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 13:56,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 13:56,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 14:10,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 14:10,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 14:13,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 14:13,250,extra roasted pork fillet,topping,1
2023/1/19,2023/1/19 14:13,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 14:13,250,butter rice set,topping,1
2023/1/19,2023/1/19 14:16,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 14:16,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 14:16,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 14:17,930,mazesoba,ramen,1
2023/1/19,2023/1/19 14:19,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 14:24,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 14:34,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 14:34,250,extra roasted pork fillet,topping,1
2023/1/19,2023/1/19 14:34,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 14:37,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 14:37,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 14:37,250,chikin tempura + rice set,topping,1
2023/1/19,2023/1/19 15:01,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 15:09,1050,salty aged chikin ramen,ramen,1
2023/1/19,2023/1/19 18:03,930,mazesoba,ramen,1
2023/1/19,2023/1/19 18:10,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 18:42,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 18:53,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 18:53,100,boiled egg,topping,1
2023/1/19,2023/1/19 18:53,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 18:56,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 18:56,300,butter rice,food,1
2023/1/19,2023/1/19 19:09,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 19:11,930,mazesoba,ramen,1
2023/1/19,2023/1/19 19:11,250,extra roasted pork fillet,topping,1
2023/1/19,2023/1/19 19:11,70,rice only for mazesoba,topping,1
2023/1/19,2023/1/19 19:12,1000,soy sauce aged chicken ramen,ramen,1
2023/1/19,2023/1/19 19:12,250,extra roasted pork fillet,topping,1
2023/1/19,2023/1/19 19:12,200,rice(large),food,1
2023/1/19,2023/1/19 20:21,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 20:21,200,rice(large),food,1
2023/1/19,2023/1/19 21:28,980,simmered beef ramen,ramen,1
2023/1/19,2023/1/19 21:28,490,draft beer,drink,1
2023/1/19,2023/1/19 21:32,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 21:48,920,salty chicken ramen,ramen,1
2023/1/19,2023/1/19 21:51,150,rice,food,1
2023/1/19,2023/1/19 21:58,920,salty chicken ramen,ramen,1
2023/1/19,2023/1/19 21:58,930,mazesoba,ramen,1
2023/1/19,2023/1/19 22:01,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 22:01,100,boiled egg,topping,1
2023/1/19,2023/1/19 22:03,100,large serving of noodles,topping,1
2023/1/19,2023/1/19 22:07,890,soy sauce chicken ramen,ramen,1
2023/1/19,2023/1/19 22:11,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 11:42,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 11:42,250,butter rice set,topping,1
2023/1/20,2023/1/20 11:59,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 11:59,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:00,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:00,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:09,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:09,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:09,100,boiled egg,topping,1
2023/1/20,2023/1/20 12:11,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 12:11,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:11,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:11,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:11,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:11,250,extra roasted pork fillet,topping,1
2023/1/20,2023/1/20 12:12,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:12,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:12,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:12,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:13,1000,soy sauce aged chicken ramen,ramen,1
2023/1/20,2023/1/20 12:13,150,rice,food,1
2023/1/20,2023/1/20 12:13,1000,soy sauce aged chicken ramen,ramen,1
2023/1/20,2023/1/20 12:13,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:15,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:15,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:15,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 12:15,100,boiled egg,topping,1
2023/1/20,2023/1/20 12:16,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:16,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:16,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:16,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:20,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:20,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:20,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:20,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:21,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:21,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:22,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:23,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:23,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:24,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:24,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:24,920,salty chicken ramen,ramen,1
2023/1/20,2023/1/20 12:24,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:30,930,mazesoba,ramen,1
2023/1/20,2023/1/20 12:30,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 12:33,930,mazesoba,ramen,1
2023/1/20,2023/1/20 12:33,300,butter rice,food,1
2023/1/20,2023/1/20 12:38,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:38,100,boiled egg,topping,1
2023/1/20,2023/1/20 12:40,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:40,250,butter rice set,topping,1
2023/1/20,2023/1/20 12:41,930,mazesoba,ramen,1
2023/1/20,2023/1/20 12:41,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 12:48,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 12:54,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 12:54,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 12:54,100,boiled egg,topping,1
2023/1/20,2023/1/20 13:08,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 13:08,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 13:16,930,mazesoba,ramen,1
2023/1/20,2023/1/20 13:16,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 13:27,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 13:27,250,butter rice set,topping,1
2023/1/20,2023/1/20 13:27,300,bamboo shoots,A la carte,1
2023/1/20,2023/1/20 13:33,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 13:33,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 13:39,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 13:39,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 13:42,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 13:42,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 13:42,250,chikin tempura + rice set,topping,1
2023/1/20,2023/1/20 14:12,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 14:19,930,mazesoba,ramen,1
2023/1/20,2023/1/20 14:19,250,extra roasted pork fillet,topping,1
2023/1/20,2023/1/20 14:20,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 18:03,890,soy sauce chicken ramen,ramen,1
2023/1/20,2023/1/20 18:03,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 18:03,300,butter rice,food,1
2023/1/20,2023/1/20 18:04,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 18:04,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 18:04,300,beef rice bowl,food,1
2023/1/20,2023/1/20 18:04,980,simmered beef ramen,ramen,1
2023/1/20,2023/1/20 18:05,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 18:05,100,boiled egg,topping,1
2023/1/20,2023/1/20 18:06,300,butter rice,food,1
2023/1/20,2023/1/20 18:21,1050,salty aged chikin ramen,ramen,1
2023/1/20,2023/1/20 18:21,100,large serving of noodles,topping,1
2023/1/20,2023/1/20 18:43,1000,soy sauce aged chicken ramen,ramen,1
2023/1/20,2023/1/20 18:44,890,soy sauce chicken ramen,ramen,1
